frame,PLAYER_ID,Nose_X,Nose_Y,Neck_X,Neck_Y,RShoulder_X,RShoulder_Y,RElbow_X,RElbow_Y,RWrist_X,RWrist_Y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_X,LWrist_Y,RHip_X,RHip_Y,RKnee_X,RKnee_Y,RAnkle_X,RAnkle_Y,LHip_X,LHip_Y,LKnee_X,LKnee_Y,LAnkle_X,LAnkle_Y,REye_X,REye_Y,LEye_X,LEye_Y,REar_X,REar_Y,LEar_X,LEar_Y,class
64949,1,0.05555555555555555,0.4510869565217392,0.05555555555555555,0.5,0.041666666666666664,0.5054347826086957,0.10648148148148147,0.4728260869565217,0.12037037037037035,0.4565217391304348,0.06944444444444445,0.4891304347826087,0.11574074074074076,0.4619565217391304,0.10185185185185183,0.6032608695652174,0.13425925925925927,0.6793478260869565,0.13425925925925927,0.7608695652173914,0.0787037037037037,0.6086956521739131,0.06481481481481481,0.6847826086956522,0.023148148148148147,0.7554347826086957,0.050925925925925916,0.44021739130434784,0.060185185185185175,0.44021739130434784,0.04629629629629629,0.4510869565217392,0.3472222222222222,0.1983695652173913,0.3680555555555556,0.22282608695652176,aroundhand
45520,1,0.2777777777777778,0.4945652173913043,0.2824074074074074,0.5163043478260869,0.2777777777777778,0.5108695652173914,0.2314814814814815,0.483695652173913,0.19907407407407407,0.4619565217391304,0.28703703703703703,0.5163043478260869,0.2314814814814815,0.4945652173913043,0.2083333333333333,0.4673913043478261,0.2962962962962963,0.5760869565217391,0.25925925925925924,0.6467391304347826,0.2361111111111111,0.7228260869565217,0.3055555555555556,0.5815217391304348,0.3287037037037037,0.6467391304347826,0.33796296296296297,0.7228260869565217,0.2824074074074074,0.4891304347826087,0.2777777777777778,0.4945652173913043,0.4571759259259258,0.19157608695652173,0.4436728395061728,0.1947463768115942,aroundhand
14341,1,0.3194444444444444,0.4619565217391304,0.3194444444444444,0.5,0.3148148148148148,0.5,0.2824074074074074,0.4728260869565217,0.25,0.44565217391304346,0.3287037037037037,0.5760869565217391,0.2962962962962963,0.6467391304347826,0.2777777777777778,0.7119565217391305,0.33796296296296297,0.5815217391304348,0.3472222222222222,0.657608695652174,0.3472222222222222,0.7282608695652174,0.3240740740740741,0.4619565217391304,0.3194444444444444,0.4619565217391304,0.46759259259259256,0.16032608695652173,0.4259259259259259,0.09782608695652174,0.42361111111111105,0.10054347826086957,0.4259259259259259,0.10326086956521738,0.43344907407407407,0.16372282608695654,aroundhand
46463,1,0.4259259259259259,0.5380434782608695,0.4351851851851852,0.5652173913043478,0.4212962962962963,0.5706521739130435,0.4490740740740741,0.5597826086956522,0.4675925925925926,0.5706521739130435,0.4490740740740741,0.5597826086956522,0.4490740740740741,0.6521739130434783,0.4166666666666667,0.7336956521739131,0.39814814814814814,0.8206521739130435,0.4675925925925926,0.6521739130434783,0.4768518518518519,0.7445652173913043,0.4814814814814815,0.8206521739130435,0.4212962962962963,0.532608695652174,0.4259259259259259,0.5271739130434783,0.4166666666666667,0.5380434782608695,0.4212962962962963,0.532608695652174,0.6190476190476191,0.34627329192546585,0.5856481481481481,0.1875,aroundhand
78825,1,0.28703703703703703,0.5054347826086957,0.2916666666666667,0.5489130434782609,0.3101851851851852,0.5434782608695652,0.3425925925925926,0.5217391304347826,0.3333333333333333,0.4945652173913043,0.2685185185185185,0.5597826086956522,0.3333333333333333,0.6358695652173914,0.3055555555555556,0.7119565217391305,0.25925925925925924,0.7826086956521741,0.3287037037037037,0.6358695652173914,0.35185185185185186,0.7173913043478259,0.35185185185185186,0.7934782608695652,0.2824074074074074,0.5,0.2824074074074074,0.5054347826086957,0.2685185185185185,0.5217391304347826,0.6111111111111112,0.17391304347826086,0.6124338624338624,0.21118012422360247,0.5915242165242165,0.14255852842809363,aroundhand
47835,1,0.3472222222222222,0.532608695652174,0.3472222222222222,0.5543478260869565,0.3425925925925926,0.5543478260869565,0.3472222222222222,0.5489130434782609,0.3657407407407408,0.532608695652174,0.28703703703703703,0.5163043478260869,0.3703703703703704,0.6195652173913043,0.3425925925925926,0.6793478260869565,0.3287037037037037,0.75,0.3842592592592592,0.6141304347826086,0.4120370370370369,0.6739130434782609,0.4351851851851852,0.75,0.3472222222222222,0.5271739130434783,0.3425925925925926,0.532608695652174,0.33796296296296297,0.5380434782608695,0.5300925925925926,0.14945652173913043,0.5254629629629629,0.15353260869565216,0.5262345679012346,0.18568840579710144,aroundhand
16578,1,0.375,0.4891304347826087,0.39814814814814814,0.4945652173913043,0.4074074074074074,0.4891304347826087,0.4351851851851852,0.44565217391304346,0.4305555555555556,0.5760869565217391,0.39814814814814814,0.6467391304347826,0.375,0.7173913043478259,0.4444444444444444,0.5706521739130435,0.4583333333333333,0.6521739130434783,0.46296296296296297,0.7228260869565217,0.3796296296296297,0.4782608695652174,0.3888888888888889,0.4782608695652174,0.5486111111111112,0.21195652173913043,0.5509259259259259,0.25271739130434784,0.5486111111111112,0.07880434782608695,0.5509259259259259,0.08152173913043478,0.5462962962962963,0.08152173913043478,0.4722222222222222,0.11141304347826086,aroundhand
53795,1,0.2407407407407408,0.5380434782608695,0.2638888888888889,0.5434782608695652,0.25925925925925924,0.5434782608695652,0.2731481481481481,0.532608695652174,0.3148148148148148,0.483695652173913,0.30092592592592593,0.4673913043478261,0.3055555555555556,0.6358695652173914,0.3148148148148148,0.7065217391304348,0.3194444444444444,0.7771739130434783,0.3148148148148148,0.6358695652173914,0.3148148148148148,0.7065217391304348,0.2638888888888889,0.7663043478260869,0.2407407407407408,0.532608695652174,0.2407407407407408,0.5217391304347826,0.40277777777777773,0.2717391304347826,0.4189814814814815,0.14809782608695654,0.41435185185185186,0.15217391304347827,0.4431818181818182,0.1534090909090909,aroundhand
30539,1,0.3657407407407408,0.5108695652173914,0.3796296296296297,0.5271739130434783,0.375,0.5271739130434783,0.3611111111111111,0.5054347826086957,0.3148148148148148,0.4782608695652174,0.3888888888888889,0.5217391304347826,0.39351851851851855,0.5978260869565217,0.3703703703703704,0.6684782608695652,0.3611111111111111,0.7445652173913043,0.4166666666666667,0.592391304347826,0.4351851851851852,0.657608695652174,0.4490740740740741,0.7282608695652174,0.375,0.5108695652173914,0.5648148148148149,0.30163043478260865,0.5208333333333333,0.1576086956521739,0.525462962962963,0.1576086956521739,0.5162037037037037,0.16304347826086957,0.5324074074074074,0.16032608695652173,aroundhand
74685,1,0.3472222222222222,0.5108695652173914,0.3611111111111111,0.5380434782608695,0.35185185185185186,0.5434782608695652,0.3703703703703704,0.532608695652174,0.4027777777777778,0.4945652173913043,0.4027777777777778,0.4891304347826087,0.3842592592592592,0.6358695652173914,0.375,0.7119565217391305,0.33796296296296297,0.7717391304347826,0.4027777777777778,0.6304347826086957,0.4120370370370369,0.7173913043478259,0.39814814814814814,0.7934782608695652,0.35185185185185186,0.5108695652173914,0.33796296296296297,0.5163043478260869,0.48611111111111116,0.13858695652173916,0.49999999999999994,0.1440217391304348,0.5381944444444444,0.20244565217391308,0.4513888888888889,0.1501358695652174,aroundhand
